,category_code,status,country_code,state_code,region,city,funded_year,raised_amount_usd
64538,7,0,18,33,298,691,2013.0," 24,400,000 "
64539,7,0,18,33,298,691,2013.0," 24,400,000 "
64540,7,0,18,33,298,691,2010.0," 15,000,000 "
64541,7,0,18,33,298,691,2013.0," 24,400,000 "
64542,7,0,18,33,298,691,2010.0," 15,000,000 "
64543,7,0,18,33,298,691,2013.0," 24,400,000 "
64544,7,0,18,33,298,691,2011.0," 15,000,000 "
64545,7,0,18,33,298,691,2013.0," 24,400,000 "
64546,7,0,18,33,298,691,2013.0," 24,400,000 "
64547,42,0,18,18,52,124,2010.0," 50,000 "
64548,42,0,18,4,109,255,2012.0," 15,000 "
64549,33,0,18,3,377,799,2012.0," 250,000 "
64550,33,0,18,3,377,799,2012.0," 250,000 "
64551,33,0,18,3,377,799,2012.0," 250,000 "
64555,33,0,18,33,298,691,2012.0," 40,000 "
64563,33,1,18,3,377,909,2010.0," 555,000 "
64564,33,1,18,3,377,909,2011.0," 6,368,782 "
64565,33,1,18,3,377,909,2011.0," 6,368,782 "
64566,33,1,18,3,377,909,2010.0," 555,000 "
64583,11,1,18,3,377,909,2007.0," 68,525 "
64588,42,0,18,33,298,691,2011.0," 305,000 "
64589,42,1,18,41,290,677,2012.0," 660,000 "
64590,42,1,18,41,290,677,2012.0," 660,000 "
64591,42,1,18,41,290,677,2011.0," 15,000 "
64592,33,0,18,9,15,47,2010.0," 2,430,000 "
64598,1,0,18,33,298,691,2014.0," 3,700,000 "
64599,1,0,18,33,298,691,2013.0," 1,150,000 "
64600,1,0,18,33,298,691,2014.0," 3,700,000 "
64601,1,0,18,33,298,691,2013.0," 1,150,000 "
64602,1,0,18,33,298,691,2014.0," 3,700,000 "
64603,1,0,18,33,298,691,2013.0," 1,150,000 "
64604,1,0,18,33,298,691,2014.0," 3,700,000 "
64605,1,0,18,33,298,691,2014.0," 3,700,000 "
64606,1,0,18,33,298,691,2014.0," 3,700,000 "
64607,1,0,18,33,298,691,2013.0," 1,150,000 "
64608,1,0,18,33,298,691,2013.0," 1,150,000 "
64609,1,0,18,33,298,691,2013.0," 1,150,000 "
64610,1,0,18,33,298,691,2013.0," 1,150,000 "
64611,1,0,18,33,298,691,2014.0," 3,700,000 "
64613,42,0,18,2,338,946,2013.0," 20,000 "
64614,3,0,18,33,298,691,2014.0," 115,119 "
64615,3,0,18,33,298,691,2014.0," 115,119 "
64616,3,0,18,33,298,691,2014.0," 115,119 "
64617,3,0,18,33,298,691,2014.0," 115,119 "
64618,3,0,18,33,298,691,2014.0," 115,119 "
64619,42,0,18,3,377,296,2013.0," 13,000,000 "
64620,42,0,18,3,377,296,2013.0," 13,000,000 "
64621,42,0,18,3,377,296,2009.0," 4,000,000 "
64628,38,1,18,3,377,843,2006.0," 4,200,000 "
64629,38,1,18,3,377,843,2006.0," 4,200,000 "
64630,38,1,18,3,377,843,2008.0," 11,000,000 "
64631,38,1,18,3,377,843,2008.0," 11,000,000 "
64632,38,0,18,3,377,694,2014.0," 9,000,000 "
64635,0,0,18,3,377,922,2007.0," 4,500,000 "
64636,0,0,18,3,377,922,2010.0," 15,000,000 "
64637,0,0,18,3,377,922,2007.0," 6,000,000 "
64638,0,0,18,3,377,922,2005.0," 17,000,000 "
64639,0,0,18,3,377,922,2007.0," 6,000,000 "
64640,0,0,18,3,377,922,2005.0," 17,000,000 "
64642,38,0,18,4,109,126,2012.0," 118,000 "
64643,42,0,18,34,85,205,2013.0," 95,000 "
64644,42,0,18,34,85,205,2014.0," 250,000 "
64645,42,0,18,34,85,205,2012.0," 20,000 "
64646,42,0,18,34,85,205,2013.0," 250,000 "
64647,42,0,18,34,85,205,2013.0," 250,000 "
64648,42,0,18,34,85,205,2012.0," 50,000 "
64651,0,1,18,3,231,933,2012.0," 1,000,000 "
64652,0,1,18,3,231,933,2012.0," 1,000,000 "
64653,0,1,18,3,231,933,2012.0," 1,000,000 "
64654,0,1,18,3,231,933,2012.0," 1,000,000 "
64655,0,1,18,3,231,933,2012.0," 1,000,000 "
64658,42,0,18,3,377,843,2011.0," 41,000,000 "
64659,42,0,18,3,377,843,2009.0," 4,000,000 "
64660,42,0,18,3,377,843,2009.0," 4,650,000 "
64661,42,0,18,3,377,843,2010.0," 15,000,000 "
64662,42,0,18,3,377,843,2011.0," 41,000,000 "
64663,42,0,18,3,377,843,2008.0," 3,000,000 "
64664,42,0,18,3,377,843,2008.0," 3,000,000 "
64665,42,0,18,3,377,843,2011.0," 41,000,000 "
64666,42,0,18,3,377,843,2010.0," 15,000,000 "
64667,42,0,18,3,377,843,2011.0," 41,000,000 "
64668,42,0,18,3,377,843,2009.0," 4,650,000 "
64669,42,0,18,3,377,843,2010.0," 15,000,000 "
