,category_code,status,country_code,state_code,region,city,funding_round_type
11145,35,1,23,4,625,1800,6
12734,3,2,23,19,78,1043,6
21327,9,2,23,4,625,1800,6
3945,22,3,23,38,555,1009,6
59485,1,0,23,19,78,200,6
15939,3,3,23,4,625,1285,6
20973,35,0,23,4,625,1512,6
49931,38,3,23,6,426,1222,6
20967,38,3,23,4,625,1792,6
49971,9,0,23,37,576,1591,6
1280,9,0,23,27,119,370,6
20960,7,3,23,9,249,721,6
49978,1,3,23,5,171,233,6
59273,22,3,23,4,625,2006,6
3882,35,2,23,34,713,1978,6
49918,38,3,23,19,78,284,6
49857,20,3,23,4,625,2006,6
49858,20,3,23,4,625,2006,6
49859,20,3,23,4,625,2006,6
59311,3,3,23,4,625,1923,6
49863,38,3,23,14,126,383,6
49873,24,3,23,4,625,1792,6
1272,12,3,23,34,482,1319,6
49886,38,3,23,4,625,1825,6
49902,1,0,23,4,625,1197,6
59297,12,0,23,4,642,1788,6
49907,8,3,23,13,72,222,6
59306,35,3,23,19,78,284,6
15955,38,3,23,4,625,1807,6
49992,20,3,23,4,625,1512,6
20929,22,3,23,34,482,1352,6
20904,20,2,23,19,78,321,6
1296,0,3,23,4,625,1285,6
11265,38,1,23,4,625,1792,6
20905,20,2,23,19,78,321,6
15980,38,3,23,4,625,1792,6
3839,9,3,23,4,625,1792,6
50069,0,3,23,34,482,1352,6
59243,3,3,23,38,555,2289,6
12653,38,3,23,10,23,45,6
50012,11,3,23,19,78,231,6
50022,0,3,23,43,164,682,6
1287,0,3,23,34,482,1352,6
1290,38,3,23,47,667,1860,6
50033,42,3,23,43,299,873,6
50034,25,3,23,19,78,2221,6
50038,38,3,23,19,78,2158,6
50045,34,3,23,4,625,2006,6
50048,1,3,23,47,667,1860,6
15965,22,3,23,34,482,1352,6
20913,15,3,23,42,469,253,6
3844,1,3,23,24,635,1955,6
46741,38,3,23,38,248,705,6
3886,3,3,23,9,1,29,6
49844,19,3,23,4,625,1800,6
15880,38,3,23,34,482,1352,6
3920,3,3,23,4,625,1197,6
59439,1,3,23,4,625,1285,6
49681,41,0,23,4,625,1825,6
11218,9,3,23,4,625,1800,6
59438,22,0,23,37,576,161,6
49666,22,3,23,4,625,1792,6
3916,19,1,23,4,625,1825,6
49692,20,3,23,4,648,1823,6
49695,36,3,23,4,625,1825,6
59433,9,3,23,19,78,2158,6
49698,32,0,23,4,373,1655,6
49701,3,3,23,4,625,1512,6
49703,14,3,23,4,625,1083,6
59435,25,0,23,19,78,2224,6
3914,19,1,23,4,625,1825,6
1252,36,3,23,19,78,1043,6
11204,4,3,23,5,171,355,6
59462,3,2,23,4,625,1656,6
49632,20,3,23,4,625,1800,6
49637,3,3,23,19,78,1368,6
49638,3,3,23,19,78,1368,6
1258,9,3,23,44,640,1607,6
15876,12,1,23,4,373,1080,6
49653,22,0,23,4,625,2006,6
49639,3,3,23,19,78,1368,6
49714,14,3,23,4,625,1792,6
49723,11,3,23,4,625,1792,6
49799,36,3,23,4,625,1825,6
21019,0,3,23,4,625,1807,6
3892,0,1,23,4,625,1792,6
59349,1,3,23,10,23,93,6
21025,42,3,23,30,426,1222,6
49820,19,0,23,4,625,695,6
59345,9,3,23,19,78,2158,6
1269,3,1,23,47,667,1860,6
3889,3,3,23,9,1,29,6
59325,3,2,23,19,78,231,6
49839,36,0,23,4,625,1825,6
49821,19,0,23,4,625,695,6
49775,38,3,23,34,482,1352,6
15887,21,3,23,4,625,1285,6
1260,36,3,23,4,625,1800,6
59409,19,3,23,4,625,1825,6
49740,38,3,23,37,576,1591,6
1262,7,3,23,9,235,1564,6
15898,38,0,23,4,642,1788,6
59392,38,3,23,4,642,1788,6
3901,19,3,23,4,625,1800,6
49749,38,0,23,4,625,1792,6
21042,37,3,23,4,625,1807,6
49770,3,3,23,4,625,1512,6
21005,20,3,23,4,642,1788,6
3421,30,3,23,34,482,1352,6
10932,36,0,23,4,625,1800,6
29381,1,1,23,4,625,1825,6
31370,4,3,23,4,625,2006,6
9191,3,3,23,4,625,1923,6
29920,12,0,23,4,625,1792,6
29921,12,0,23,4,625,1792,6
37014,9,3,23,19,78,321,6
29372,38,0,23,34,482,1352,6
37958,36,3,23,16,808,2244,6
27300,22,0,23,4,642,1788,6
35540,36,0,23,4,625,1825,6
35538,36,2,23,4,625,1800,6
35537,36,2,23,4,625,1800,6
35536,36,2,23,4,625,1800,6
35535,36,2,23,4,625,1800,6
37012,3,0,23,4,625,1800,6
37973,35,0,23,30,577,1594,6
33727,37,3,23,34,482,1353,6
31387,5,3,23,38,555,2180,6
9716,42,2,23,19,78,2158,6
37972,35,0,23,30,577,1594,6
29910,20,3,23,47,667,172,6
8754,12,3,23,47,667,1860,6
33730,42,3,23,34,482,1352,6
36999,0,0,23,4,625,1285,6
32727,38,3,23,43,31,105,6
8595,25,3,23,4,625,326,6
30747,11,3,23,44,640,1916,6
31936,3,3,23,4,373,997,6
35590,0,3,23,19,78,62,6
35589,0,3,23,19,78,62,6
33735,12,0,23,4,625,283,6
33742,12,3,23,4,625,1792,6
9185,3,0,23,47,667,1860,6
30753,11,3,23,34,482,1352,6
28420,22,3,23,4,625,1792,6
35534,36,2,23,4,625,1800,6
9453,25,3,23,4,625,1800,6
37938,9,1,23,4,642,1788,6
32667,10,3,23,34,482,1309,6
37936,9,1,23,4,642,1788,6
38578,36,0,23,4,625,1083,6
29936,0,3,23,4,625,1792,6
28479,42,0,23,4,625,1807,6
38581,9,3,23,4,625,1800,6
37922,38,3,23,47,667,172,6
27309,38,3,23,4,625,1792,6
9600,11,3,23,23,430,1234,6
35454,9,3,23,38,555,1547,6
33830,38,3,23,4,625,1825,6
32654,20,3,23,23,430,1232,6
29942,9,3,23,4,625,2006,6
33826,9,3,23,19,78,434,6
28469,12,3,23,4,760,2110,6
28463,9,3,23,34,482,1352,6
35487,38,3,23,34,482,1352,6
7492,42,3,23,34,482,1352,6
8230,3,3,23,4,642,1788,6
37048,3,3,23,43,263,771,6
8231,3,3,23,4,642,1788,6
30395,19,3,23,30,638,1777,6
8999,11,3,23,19,78,2268,6
27302,3,3,23,34,482,1352,6
35504,42,1,23,34,482,1352,6
8869,12,3,23,4,642,992,6
37062,20,3,23,4,625,1285,6
32681,4,0,23,4,625,30,6
29932,1,3,23,4,625,1792,6
7502,42,3,23,4,625,176,6
32674,12,3,23,34,482,1352,6
32673,12,3,23,34,482,1352,6
37070,20,1,23,4,625,1360,6
37940,25,3,23,31,93,260,6
27664,38,0,23,4,625,1792,6
36929,0,1,23,4,625,1656,6
36930,9,3,23,4,625,1512,6
35711,12,0,23,34,482,1352,6
28353,22,3,23,4,625,1285,6
27026,38,3,23,4,625,1800,6
31895,38,2,23,19,78,231,6
31907,9,3,23,5,171,233,6
35695,11,3,23,4,625,1807,6
36942,38,3,23,44,640,215,6
27713,15,3,23,19,78,321,6
27015,9,3,23,44,640,1779,6
30420,21,0,23,4,625,1807,6
7109,3,0,23,48,386,1134,6
35686,7,3,23,4,760,2110,6
38519,9,3,23,4,373,899,6
7440,9,1,23,4,625,1512,6
35740,38,3,23,4,625,1656,6
7421,34,3,23,4,625,1657,6
29440,22,3,23,4,625,1792,6
38018,5,3,23,4,373,1366,6
29870,42,3,23,4,625,1792,6
9477,3,3,23,4,625,1512,6
31449,38,3,23,4,625,1792,6
35765,38,0,23,4,373,899,6
32809,38,3,23,34,482,1352,6
28330,22,3,23,19,78,231,6
38493,3,3,23,39,194,575,6
31442,38,3,23,4,625,1657,6
35755,0,3,23,34,482,1352,6
28333,21,1,23,4,625,1570,6
28336,42,3,23,37,576,1591,6
36923,14,3,23,4,625,1360,6
35741,38,3,23,4,625,1656,6
9180,3,3,23,4,373,899,6
28370,14,3,23,4,625,1792,6
38522,3,3,23,4,625,1785,6
31412,16,3,23,4,625,1512,6
31411,16,3,23,4,625,1512,6
36983,9,3,23,31,482,922,6
7955,38,3,23,34,482,1352,6
38533,9,3,23,19,78,321,6
30415,35,3,23,4,625,1656,6
9591,3,3,23,47,667,1860,6
38536,3,3,23,4,625,1807,6
38531,9,3,23,19,78,321,6
31402,4,3,23,6,66,210,6
29398,9,0,23,47,667,1654,6
35616,22,0,23,4,625,1792,6
30735,11,3,23,4,625,1792,6
29396,8,3,23,4,625,1512,6
7465,12,0,23,34,482,1352,6
8429,3,3,23,9,417,1207,6
33723,37,0,23,38,555,1343,6
31401,4,3,23,6,66,210,6
26998,42,3,23,4,625,1285,6
35671,42,3,23,47,667,1860,6
28373,14,3,23,4,625,1792,6
31420,42,3,23,4,625,1792,6
29889,3,3,23,6,476,1342,6
6804,19,3,23,34,316,907,6
35662,4,3,23,4,625,1434,6
28381,22,0,23,4,625,1197,6
27707,35,3,23,10,23,93,6
27289,9,0,23,19,78,2158,6
27291,38,0,23,43,164,491,6
8210,35,3,23,30,149,434,6
33698,42,0,23,4,625,1285,6
32755,1,3,23,6,217,644,6
36979,3,3,23,23,430,585,6
35640,9,3,23,4,373,1147,6
38520,12,3,23,4,373,250,6
28500,22,0,23,34,482,1352,6
30786,20,0,23,4,373,37,6
32648,37,3,23,43,31,105,6
35227,7,3,23,38,557,1558,6
37240,0,3,23,27,588,1274,6
33976,3,2,23,19,78,321,6
26926,20,1,23,38,506,1396,6
29230,38,0,23,4,625,1792,6
26923,20,3,23,23,430,1149,6
26917,41,3,23,5,171,519,6
27601,38,3,23,45,778,643,6
37246,38,3,23,4,625,1078,6
35211,12,3,23,19,78,231,6
37250,25,3,23,43,164,1563,6
26916,41,3,23,5,171,519,6
31234,9,3,23,44,640,1035,6
6776,38,3,23,31,321,915,6
35205,0,3,23,34,482,1352,6
35204,0,0,23,4,625,1792,6
35213,10,3,23,34,482,1352,6
7575,7,3,23,4,625,1434,6
35232,7,3,23,38,557,1558,6
37861,37,0,23,4,625,1792,6
38655,20,3,23,23,430,1149,6
30000,4,0,23,4,373,1258,6
31266,3,3,23,4,625,1923,6
35286,28,3,23,47,844,1413,6
37213,1,3,23,19,78,2158,6
37215,26,3,23,4,625,1792,6
32552,28,3,23,4,625,1285,6
30004,22,3,23,43,164,700,6
28597,34,0,23,47,667,1860,6
35261,32,0,23,19,78,1614,6
37867,9,3,23,4,625,1285,6
30005,22,3,23,43,164,700,6
32001,22,0,23,4,625,1285,6
8271,38,0,23,4,837,383,6
8395,15,3,23,4,373,899,6
37229,35,0,23,4,625,1800,6
9415,22,3,23,45,778,1662,6
7571,16,3,23,34,482,1352,6
28607,37,3,23,4,625,283,6
34000,38,3,23,48,17,75,6
33948,7,3,23,34,482,1352,6
37258,12,0,23,43,31,105,6
30848,36,0,23,4,625,2006,6
9243,14,3,23,4,625,1825,6
35157,42,3,23,34,482,1352,6
38709,12,0,23,34,482,1352,6
32025,16,3,23,34,482,1352,6
28666,4,3,23,19,78,162,6
37281,38,0,23,45,778,842,6
6774,42,3,23,4,625,1656,6
28670,9,0,23,10,23,93,6
32507,15,3,23,4,625,1792,6
32030,0,3,23,20,778,427,6
31204,12,3,23,4,625,1792,6
34054,3,3,23,27,588,549,6
9618,3,3,23,4,373,899,6
34058,12,3,23,4,625,1792,6
37295,1,3,23,34,844,1134,6
35131,3,3,23,24,635,1947,6
31208,3,3,23,44,640,1779,6
27593,38,3,23,31,580,1602,6
9398,11,1,23,4,625,1792,6
38691,38,3,23,4,625,1825,6
32016,8,0,23,34,482,1352,6
8390,12,3,23,4,625,1792,6
35192,35,3,23,4,625,1792,6
31224,38,3,23,35,133,398,6
35186,22,0,23,47,667,1654,6
29214,42,3,23,34,482,1352,6
34013,21,3,23,4,625,451,6
38698,38,0,23,19,78,2158,6
34018,38,3,23,20,778,427,6
30856,38,3,23,5,171,519,6
9239,38,0,23,19,78,321,6
37836,25,0,23,4,625,1512,6
28648,10,3,23,34,482,1352,6
35163,12,1,23,4,625,1656,6
33945,42,0,23,4,625,1285,6
32558,42,3,23,34,482,1352,6
37212,1,3,23,19,78,2158,6
35382,3,3,23,38,555,2180,6
35379,3,1,23,19,78,1419,6
28530,38,0,23,4,625,1512,6
31303,0,3,23,5,171,233,6
35375,3,3,23,38,555,2180,6
31302,0,3,23,5,171,233,6
27639,38,3,23,42,469,1325,6
37148,42,3,23,4,625,1792,6
37134,37,3,23,4,625,1285,6
33869,1,3,23,4,625,1792,6
8991,22,1,23,5,171,519,6
32617,34,3,23,4,373,469,6
35360,38,3,23,4,625,1656,6
32615,26,3,23,34,482,1352,6
29968,35,3,23,20,778,193,6
7542,9,3,23,4,625,1285,6
37160,38,0,23,20,778,67,6
28539,0,3,23,4,625,1792,6
35364,9,3,23,4,625,1656,6
27651,0,3,23,4,648,1823,6
31966,35,3,23,4,625,1792,6
37107,34,0,23,4,625,1078,6
7529,15,3,23,23,430,1232,6
37112,14,0,23,4,625,1512,6
37906,20,3,23,19,78,321,6
35408,42,1,23,6,280,818,6
27654,32,3,23,43,31,105,6
31313,25,0,23,4,625,1825,6
35395,3,3,23,37,576,1591,6
26956,30,0,23,4,625,1792,6
37902,9,0,23,4,625,1656,6
37162,38,0,23,4,625,2006,6
9729,38,3,23,9,417,1207,6
27629,5,3,23,10,23,1376,6
7886,38,3,23,25,602,1672,6
29993,42,0,23,4,625,1285,6
32572,22,3,23,4,625,1512,6
9216,9,3,23,9,237,679,6
33920,25,0,23,4,625,1792,6
31280,37,2,23,4,625,1285,6
9429,7,3,23,4,373,197,6
35314,16,3,23,4,642,1788,6
28570,34,0,23,4,625,695,6
33930,3,3,23,4,625,1804,6
28572,42,0,23,45,778,1179,6
33934,0,3,23,47,667,1860,6
27332,25,3,23,4,373,1888,6
30358,14,3,23,19,78,321,6
29258,9,3,23,4,625,1656,6
8397,15,3,23,42,469,1325,6
37210,1,3,23,19,78,2158,6
35293,3,3,23,31,446,1273,6
35327,22,0,23,4,760,2110,6
27033,9,3,23,4,625,1800,6
37889,9,0,23,4,625,1285,6
8737,22,1,23,47,667,1860,6
6785,1,3,23,4,625,1656,6
33886,38,1,23,4,625,695,6
37166,25,0,23,43,31,105,6
9730,38,3,23,9,417,1207,6
37183,38,3,23,43,299,873,6
6784,1,3,23,4,625,1656,6
38635,3,3,23,4,625,2006,6
35344,22,3,23,34,482,1352,6
7545,7,0,23,4,625,1792,6
28550,22,3,23,19,78,231,6
32584,12,3,23,34,482,1352,6
27616,38,3,23,34,482,1352,6
37883,9,2,23,4,625,1800,6
32579,0,3,23,34,482,1352,6
35796,36,3,23,4,625,1807,6
8131,42,3,23,34,482,1352,6
29598,32,3,23,31,480,1348,6
27866,3,3,23,4,625,1792,6
31619,0,3,23,4,625,1786,6
8046,12,3,23,4,625,1792,6
31616,3,3,23,19,78,321,6
29603,38,3,23,4,625,1792,6
7284,21,0,23,4,625,1807,6
9111,7,2,23,4,625,1807,6
38132,38,3,23,4,625,1825,6
8831,22,0,23,4,625,1285,6
28098,38,0,23,47,844,378,6
8041,5,3,23,34,482,1352,6
29747,15,3,23,34,482,1352,6
31621,7,3,23,7,778,2168,6
31622,7,3,23,7,778,2168,6
7273,35,3,23,4,625,1570,6
30498,9,0,23,7,778,2167,6
9053,19,3,23,4,625,832,6
9688,3,3,23,27,588,367,6
31765,1,3,23,19,78,231,6
9104,38,3,23,4,373,1158,6
8126,0,3,23,43,31,105,6
27213,3,0,23,4,642,992,6
36224,8,0,23,43,31,105,6
30592,9,3,23,4,625,1656,6
6853,3,3,23,19,78,2224,6
8477,0,3,23,9,762,2114,6
27214,3,0,23,4,642,992,6
33061,9,0,23,4,625,1792,6
8475,38,0,23,4,625,1657,6
36597,3,3,23,32,3,34,6
29761,8,3,23,34,482,1352,6
8530,34,3,23,4,625,1807,6
36174,0,3,23,4,625,1807,6
8836,38,3,23,4,625,1656,6
36116,12,3,23,34,482,1352,6
28142,15,3,23,4,373,899,6
8020,12,0,23,34,482,1352,6
38346,4,3,23,19,78,2158,6
9569,38,3,23,4,625,1796,6
33446,0,3,23,34,482,1352,6
33448,0,3,23,34,482,1352,6
8469,20,0,23,23,430,1572,6
33449,0,3,23,34,482,1352,6
8538,42,3,23,4,373,1832,6
7335,38,3,23,19,78,2158,6
9129,11,0,23,4,625,1792,6
32993,9,3,23,4,625,1786,6
38355,35,1,23,14,126,1056,6
33464,0,3,23,34,482,1352,6
28140,15,3,23,4,373,899,6
28139,15,3,23,4,373,899,6
29588,0,0,23,4,625,1792,6
33368,38,3,23,4,625,1512,6
36629,24,3,23,4,625,1800,6
33021,36,3,23,4,625,1825,6
31790,22,3,23,4,625,610,6
27120,9,0,23,4,373,899,6
31791,22,3,23,4,625,610,6
28116,22,3,23,4,625,1656,6
8789,38,0,23,43,31,105,6
9116,42,3,23,34,482,1352,6
7310,0,3,23,4,625,1792,6
8032,0,3,23,4,625,1792,6
36127,42,3,23,48,428,267,6
29570,4,2,23,43,299,1525,6
33414,3,3,23,6,482,784,6
9041,38,3,23,16,325,648,6
33008,42,3,23,4,625,610,6
29776,38,0,23,4,625,1825,6
36652,3,2,23,47,667,1860,6
33025,0,3,23,4,625,1792,6
31805,35,0,23,47,667,1860,6
33303,38,3,23,5,171,233,6
33210,0,3,23,27,588,345,6
36488,3,3,23,39,581,1606,6
36382,9,0,23,4,625,472,6
33211,39,0,23,4,628,324,6
33143,25,1,23,4,625,1285,6
8083,4,3,23,19,78,2221,6
33138,38,0,23,19,78,321,6
8523,9,2,23,19,78,231,6
38239,3,3,23,28,260,765,6
27990,22,0,23,4,625,1792,6
8507,42,0,23,4,625,1792,6
33228,9,3,23,34,482,1352,6
29694,14,0,23,4,625,472,6
7233,42,3,23,34,482,1352,6
36363,7,1,23,4,373,748,6
36476,3,3,23,5,171,233,6
30545,0,3,23,4,373,1080,6
6874,3,2,23,4,642,1788,6
29671,25,3,23,4,642,1788,6
9074,38,3,23,4,625,1807,6
33180,9,3,23,43,164,1666,6
7202,35,0,23,38,557,1558,6
36424,12,1,23,43,641,1783,6
8518,1,3,23,4,625,1792,6
7191,35,3,23,19,78,2158,6
9072,38,3,23,4,625,1807,6
8521,9,2,23,19,78,231,6
27187,10,3,23,4,373,598,6
27931,24,3,23,4,373,454,6
31672,9,3,23,4,625,1792,6
27961,20,3,23,42,410,444,6
36400,42,3,23,34,482,1352,6
33153,38,3,23,4,625,1285,6
31698,26,3,23,45,810,2247,6
27909,35,0,23,4,625,1785,6
27906,7,3,23,4,625,1570,6
8503,14,3,23,27,588,1274,6
7254,38,3,23,4,625,1792,6
36551,3,3,23,22,175,65,6
31743,0,3,23,34,482,1352,6
7259,22,3,23,19,78,1088,6
30578,14,3,23,4,625,1792,6
28036,42,3,23,4,625,1512,6
8118,9,3,23,4,625,1285,6
33273,15,3,23,19,78,321,6
33289,28,3,23,47,667,1860,6
8826,1,3,23,4,642,992,6
8484,22,3,23,4,625,1825,6
28049,12,3,23,33,347,1021,6
8827,1,3,23,4,642,992,6
38155,3,3,23,19,78,2184,6
29619,16,3,23,34,482,271,6
29733,37,0,23,4,625,1792,6
9544,3,2,23,6,673,1876,6
33272,15,3,23,19,78,321,6
8077,15,3,23,19,78,686,6
36340,38,0,23,34,482,2104,6
7244,42,1,23,4,625,1285,6
31653,38,3,23,4,625,1825,6
9066,3,1,23,4,625,1800,6
36536,36,3,23,4,625,2006,6
8111,4,3,23,5,171,233,6
38264,14,3,23,4,625,283,6
36303,33,0,23,4,625,1792,6
28013,9,3,23,4,625,1792,6
27888,38,3,23,4,625,1656,6
38248,28,3,23,4,625,2006,6
6846,3,3,23,19,78,231,6
7341,36,3,23,43,31,105,6
27053,3,3,23,4,625,832,6
8557,42,3,23,4,844,264,6
38445,3,3,23,19,559,1559,6
38446,3,3,23,19,559,1559,6
38447,3,3,23,19,559,1559,6
29482,38,3,23,34,482,1352,6
33572,1,3,23,47,667,1860,6
36828,0,0,23,19,78,2158,6
33577,3,3,23,47,667,232,6
28264,38,0,23,20,778,381,6
35875,3,1,23,4,642,1788,6
36835,15,3,23,47,667,1860,6
30671,17,3,23,4,373,748,6
7990,38,3,23,4,625,1792,6
35874,7,0,23,14,126,383,6
28268,0,0,23,4,373,1832,6
7398,3,3,23,47,667,1860,6
9143,20,3,23,4,642,992,6
27054,3,3,23,4,625,832,6
32909,3,3,23,6,86,248,6
29827,38,3,23,27,588,1638,6
35921,3,0,23,3,745,2075,6
38055,4,3,23,43,31,105,6
27780,3,3,23,4,625,1923,6
31513,9,3,23,4,625,1792,6
32896,0,2,23,4,625,1792,6
7388,25,0,23,4,625,1825,6
29833,38,3,23,19,78,434,6
27775,20,3,23,10,23,45,6
36803,3,3,23,14,126,624,6
27058,3,3,23,4,625,832,6
31856,9,3,23,4,625,1792,6
28252,38,1,23,4,625,1825,6
6909,3,3,23,5,171,273,6
32875,35,3,23,4,625,2006,6
35858,22,3,23,4,625,1512,6
27272,38,3,23,31,205,594,6
32848,15,0,23,43,31,105,6
27746,38,3,23,37,576,161,6
27044,9,3,23,4,625,1512,6
38028,3,3,23,38,665,1856,6
31465,7,3,23,4,373,1080,6
35813,22,3,23,19,78,1060,6
31879,28,3,23,6,694,1919,6
28302,11,0,23,4,625,1792,6
28303,42,0,23,4,373,1080,6
35806,26,3,23,4,760,2110,6
27740,4,3,23,34,522,1453,6
7415,39,3,23,4,625,1792,6
7416,39,3,23,4,625,1792,6
30694,33,0,23,4,373,1525,6
28294,38,3,23,37,576,1591,6
8567,11,3,23,4,642,1788,6
28293,36,3,23,43,31,105,6
7985,38,3,23,43,164,1563,6
35852,34,3,23,47,667,1860,6
8563,38,3,23,4,625,1792,6
29465,27,3,23,43,31,105,6
32870,38,0,23,19,78,1060,6
30679,0,3,23,4,642,1788,6
31484,14,3,23,34,482,1352,6
33603,9,3,23,34,482,1352,6
8179,1,3,23,4,625,1512,6
32861,1,3,23,4,625,1800,6
7982,42,3,23,4,625,1807,6
7407,9,3,23,4,625,1807,6
28288,22,0,23,4,625,1285,6
8182,9,0,23,20,778,427,6
9021,0,0,23,19,78,231,6
27761,7,3,23,43,164,2085,6
27256,0,3,23,34,482,1352,6
9573,25,2,23,19,78,231,6
38096,11,3,23,4,625,1785,6
27093,38,3,23,3,556,1854,6
33484,9,3,23,4,373,197,6
31566,0,3,23,4,625,1792,6
38093,1,3,23,4,625,1656,6
36022,23,3,23,4,373,318,6
36017,0,3,23,14,126,383,6
33482,36,3,23,4,625,1800,6
36016,0,3,23,14,126,383,6
27092,38,3,23,3,556,1854,6
36015,0,3,23,14,126,383,6
8008,9,0,23,38,555,189,6
29518,22,3,23,4,625,1227,6
32962,38,2,23,4,625,1807,6
28207,14,3,23,34,482,1353,6
8542,4,3,23,34,482,1352,6
7357,0,3,23,4,625,1800,6
36042,23,3,23,4,373,1080,6
36676,38,3,23,35,162,474,6
33470,0,3,23,34,482,1352,6
27837,30,0,23,4,625,185,6
9572,25,2,23,19,78,231,6
31578,14,3,23,4,625,1434,6
33477,0,3,23,34,482,1352,6
27233,9,0,23,20,778,193,6
8151,25,3,23,4,625,1078,6
6840,3,2,23,23,430,1572,6
33479,0,3,23,4,373,987,6
8844,38,3,23,44,640,1461,6
36691,24,3,23,19,78,2268,6
7355,0,3,23,4,625,1800,6
31576,14,3,23,4,625,1434,6
38100,7,3,23,34,482,1352,6
31820,35,3,23,16,325,1470,6
30622,11,3,23,34,482,1352,6
31554,9,3,23,4,625,1656,6
36748,3,3,23,4,625,1656,6
35952,9,3,23,4,625,1792,6
32930,1,3,23,5,171,1085,6
27072,3,3,23,4,625,1570,6
27071,3,3,23,4,625,1570,6
38068,35,3,23,4,625,1512,6
27069,28,0,23,25,602,1672,6
7383,25,0,23,19,78,23,6
36761,11,3,23,4,625,1807,6
38419,1,3,23,19,78,508,6
36769,38,3,23,4,373,1080,6
35935,25,0,23,4,625,2006,6
28240,10,3,23,43,164,491,6
31521,0,3,23,34,482,1352,6
9577,20,3,23,4,625,1512,6
35930,4,3,23,43,31,105,6
35929,4,3,23,43,31,105,6
35963,36,0,23,4,625,1853,6
29868,22,3,23,43,164,1563,6
33518,20,3,23,42,469,1325,6
27812,7,3,23,4,625,1656,6
29798,3,3,23,38,557,1558,6
38394,25,3,23,45,120,371,6
28214,0,2,23,9,529,1464,6
7155,3,0,23,4,625,263,6
38080,9,3,23,43,31,105,6
30461,9,3,23,14,126,1697,6
27079,0,3,23,34,482,1352,6
9134,38,3,23,23,430,1232,6
36730,38,1,23,43,31,105,6
31544,8,0,23,47,667,1860,6
35976,3,3,23,4,625,832,6
36737,10,3,23,4,373,1080,6
36739,9,3,23,19,78,1328,6
35128,14,0,23,4,625,2006,6
8966,26,3,23,34,482,1352,6
8312,0,3,23,4,625,1807,6
29123,3,2,23,19,78,1328,6
37715,37,3,23,4,625,1792,6
28728,7,3,23,47,667,1860,6
31050,3,3,23,47,667,172,6
26853,9,3,23,44,640,1607,6
34721,3,3,23,5,171,233,6
28952,22,3,23,20,778,193,6
6751,11,3,23,4,625,1512,6
37700,9,3,23,4,625,1825,6
7670,35,3,23,4,625,1792,6
34726,20,3,23,4,625,2006,6
29056,38,3,23,5,171,233,6
37690,4,3,23,19,78,231,6
37474,9,3,23,7,778,2167,6
6962,3,1,23,27,588,1556,6
37797,38,3,23,19,78,231,6
26785,20,3,23,43,31,105,6
28815,10,3,23,4,373,598,6
35037,22,3,23,4,625,1285,6
32166,1,3,23,4,625,1656,6
34125,42,0,23,4,625,1792,6
37481,11,3,23,43,31,105,6
28763,22,0,23,19,78,231,6
27529,36,0,23,4,625,1800,6
34571,37,3,23,29,521,1452,6
31164,4,3,23,27,119,878,6
37387,3,1,23,14,126,383,6
30313,23,0,23,4,625,1512,6
37597,38,3,23,19,78,284,6
32139,0,3,23,47,667,1860,6
34720,3,3,23,5,171,233,6
32138,0,3,23,47,667,1860,6
27445,3,0,23,4,625,1512,6
37386,3,3,23,39,361,1049,6
32231,12,3,23,4,373,454,6
32107,3,0,23,4,625,1923,6
29165,38,0,23,4,625,1285,6
32444,22,0,23,47,667,1860,6
26873,38,3,23,4,625,1792,6
34132,12,3,23,47,667,1860,6
28727,7,3,23,47,667,1860,6
32256,36,0,23,43,31,105,6
8661,25,3,23,4,625,1800,6
30302,38,1,23,47,667,172,6
34855,0,3,23,47,667,1860,6
6765,35,3,23,34,482,1352,6
32258,0,3,23,4,625,1285,6
34556,42,3,23,4,625,1512,6
8943,7,0,23,34,482,1352,6
28990,38,3,23,34,482,1352,6
27490,38,3,23,7,778,2167,6
37738,14,1,23,43,31,105,6
37516,36,3,23,4,373,1001,6
37808,38,3,23,3,556,1854,6
31173,26,0,23,4,625,1197,6
32303,3,1,23,31,482,922,6
7650,32,1,23,4,625,1285,6
31137,42,3,23,47,667,1860,6
32452,3,3,23,4,642,1788,6
38947,9,3,23,4,625,1792,6
38747,25,0,23,4,625,1800,6
26882,1,3,23,19,78,321,6
34468,0,2,23,20,36,142,6
8673,35,3,23,4,625,472,6
32358,38,3,23,4,625,1792,6
7663,3,2,23,19,78,321,6
31169,15,3,23,47,667,172,6
8936,0,0,23,4,625,1512,6
34862,37,0,23,4,625,1792,6
34861,42,0,23,45,778,1179,6
34563,38,3,23,4,625,1792,6
34119,9,0,23,19,78,508,6
7629,38,3,23,15,309,894,6
29024,1,3,23,4,625,1792,6
30932,14,0,23,43,31,105,6
28890,11,3,23,10,23,93,6
37368,3,3,23,19,78,321,6
37367,3,3,23,19,78,321,6
32220,3,3,23,10,23,93,6
34684,14,3,23,5,171,233,6
31154,14,3,23,19,78,2253,6
30892,19,3,23,4,625,695,6
30961,22,3,23,4,625,1792,6
34892,7,3,23,4,625,1512,6
28905,38,0,23,4,625,1285,6
8375,35,0,23,4,642,336,6
8332,22,3,23,38,557,1558,6
9747,15,0,23,3,556,1854,6
32244,20,0,23,32,3,34,6
37502,36,3,23,19,78,23,6
7008,3,1,23,44,640,1779,6
9308,25,0,23,19,78,1160,6
