,category_code,status,country_code,state_code,region,city,funding_round_type
51182,0,3,23,19,78,321,0
51145,25,0,23,5,171,233,0
51172,9,3,23,4,625,1512,0
51163,0,3,23,4,625,1792,0
51162,0,3,23,4,625,1792,0
51160,9,3,23,43,31,105,0
51154,38,3,23,16,325,1470,0
51153,7,3,23,10,23,93,0
51148,0,1,23,4,625,1840,0
51723,37,3,23,4,625,1792,0
51953,22,0,23,47,667,1860,0
51946,42,3,23,34,482,1352,0
51945,42,3,23,34,482,1352,0
51982,10,3,23,22,836,2300,0
51940,9,1,23,19,78,321,0
51937,37,3,23,4,625,1792,0
51936,42,0,23,47,667,1860,0
51935,38,1,23,19,78,231,0
51929,38,3,23,35,133,398,0
51928,38,3,23,35,133,398,0
51927,22,3,23,4,373,1080,0
51917,25,3,23,2,226,657,0
51911,37,0,23,4,625,472,0
51939,9,1,23,19,78,321,0
51899,38,3,23,4,156,455,0
51988,5,3,23,10,23,93,0
51993,38,3,23,4,373,899,0
52118,7,3,23,9,235,1577,0
52105,38,3,23,34,579,1597,0
52090,22,3,23,4,625,1792,0
52086,20,3,23,34,844,1547,0
52084,4,3,23,15,793,2206,0
52082,42,1,23,22,175,1714,0
52079,38,3,23,45,778,85,0
52078,38,3,23,45,778,85,0
52077,38,3,23,45,778,85,0
52076,38,3,23,45,778,85,0
52029,36,3,23,4,625,1512,0
52022,1,3,23,4,625,1786,0
51898,38,3,23,4,156,455,0
51896,42,1,23,14,126,383,0
51786,23,3,23,7,778,2167,0
51785,23,3,23,7,778,2167,0
51783,7,3,23,14,126,383,0
51799,23,3,23,4,373,1080,0
51779,23,3,23,34,482,1352,0
51765,42,3,23,4,625,326,0
51764,21,3,23,4,625,1792,0
51745,22,3,23,4,625,1792,0
51735,20,1,23,19,78,1328,0
51734,20,1,23,19,78,1328,0
51729,42,1,23,4,246,696,0
51768,23,3,23,4,625,1792,0
51810,38,0,23,4,625,1792,0
51895,12,3,23,4,625,283,0
51882,1,3,23,47,667,1860,0
51874,12,3,23,34,482,1352,0
51873,22,3,23,4,625,1792,0
51865,42,1,23,4,625,610,0
51806,38,3,23,4,625,1434,0
51854,38,3,23,14,126,300,0
51850,38,0,23,34,482,1352,0
51845,42,3,23,4,625,1656,0
51842,16,3,23,4,625,1792,0
51840,16,3,23,4,625,1792,0
51837,38,3,23,34,482,1352,0
51853,41,3,23,45,778,2119,0
51091,38,3,23,4,625,1792,0
51087,0,3,23,34,482,1352,0
50725,8,3,23,34,482,1352,0
50715,38,3,23,4,373,1525,0
50712,14,3,23,5,171,519,0
50706,3,3,23,27,588,72,0
50698,38,3,23,15,689,1907,0
50693,42,3,23,19,78,231,0
50732,1,3,23,9,235,511,0
50652,14,3,23,4,625,1792,0
50634,42,3,23,4,286,835,0
50675,28,3,23,35,148,431,0
50633,42,3,23,4,286,835,0
50744,42,3,23,4,625,1792,0
50807,42,1,23,9,537,516,0
50806,42,3,23,4,625,1512,0
50805,42,3,23,4,625,1512,0
50802,38,3,3,35,739,2061,0
50780,5,3,23,23,430,1232,0
50776,42,3,23,34,482,271,0
50774,21,3,23,38,557,1558,0
50743,42,3,23,4,625,1792,0
50773,23,3,23,4,373,1080,0
50770,23,3,23,4,373,1080,0
50764,7,3,23,4,760,2110,0
50763,7,3,23,4,760,2110,0
50762,7,3,23,4,760,2110,0
50758,8,3,23,4,625,1621,0
50748,42,3,23,4,625,2006,0
50771,23,3,23,4,373,1080,0
50521,14,3,23,38,555,1547,0
50516,20,3,23,19,78,231,0
50511,8,3,23,34,482,1352,0
50508,12,1,23,38,557,1558,0
50499,28,3,23,45,778,1662,0
50498,28,3,23,45,778,1662,0
50490,12,3,23,29,521,1452,0
50477,9,3,23,34,482,1353,0
50470,0,3,23,4,625,1792,0
50469,0,3,23,4,625,1792,0
50532,38,3,23,5,171,519,0
50538,35,0,23,4,625,1512,0
50614,42,3,23,34,482,1352,0
50602,11,3,23,34,482,271,0
50592,42,3,23,4,373,1157,0
50564,42,1,23,4,625,1434,0
50562,37,0,23,4,625,1792,0
50561,7,3,23,4,373,282,0
50559,38,3,23,4,625,1807,0
50554,12,1,23,5,171,519,0
50552,42,0,23,4,625,1792,0
50575,5,3,23,45,625,1668,0
50827,38,3,23,4,373,250,0
50828,0,1,23,4,648,761,0
51030,42,0,23,34,482,1352,0
51029,5,3,23,9,573,1585,0
51028,5,3,23,9,573,1585,0
51026,38,3,23,33,347,1021,0
51023,37,3,23,4,642,1788,0
51022,37,3,23,4,642,1788,0
51014,12,1,23,47,667,945,0
51009,38,3,23,26,83,243,0
51008,37,1,23,45,778,81,0
51006,40,3,23,34,482,1352,0
50984,7,3,23,45,778,36,0
51045,37,3,23,9,417,1207,0
51082,38,0,23,4,373,1080,0
51080,21,1,23,4,625,1570,0
51077,42,3,23,14,126,383,0
51071,9,0,23,4,625,1792,0
51069,22,0,23,4,649,1826,0
51068,0,1,23,4,373,1832,0
51043,0,3,23,4,373,2062,0
51064,12,0,23,34,482,1352,0
51057,12,3,23,10,23,93,0
51055,38,3,23,20,36,142,0
51054,38,3,23,20,36,142,0
51052,38,3,23,7,778,2167,0
51051,38,3,23,7,778,2167,0
50980,21,0,23,4,642,336,0
50905,0,1,23,4,625,1792,0
50901,22,3,23,14,126,383,0
50893,42,3,23,4,625,1792,0
50890,30,3,23,4,373,1832,0
50882,20,3,23,4,373,748,0
50920,23,3,23,4,625,1792,0
50872,15,3,23,43,299,873,0
50858,22,3,23,7,778,2167,0
50857,22,3,23,4,373,2203,0
50854,21,3,23,4,534,1497,0
50850,42,3,23,47,667,1860,0
50846,38,3,23,34,482,1352,0
50875,42,0,23,5,171,233,0
50921,22,3,23,34,482,1352,0
50922,42,1,23,4,625,1792,0
50923,38,3,23,4,625,1792,0
50969,9,3,23,5,171,233,0
50968,9,3,23,5,171,233,0
50962,22,3,23,48,386,1134,0
50960,22,3,23,48,386,1134,0
50959,22,3,23,48,386,1134,0
50957,35,3,23,5,171,233,0
50955,35,3,23,5,171,233,0
50948,26,3,23,34,482,1334,0
50947,26,3,23,34,482,1334,0
50946,26,3,23,34,482,1334,0
50945,26,3,23,34,482,1334,0
50938,12,0,23,4,625,1792,0
50937,7,3,23,7,778,2167,0
50932,22,3,23,38,555,1547,0
50924,42,1,23,4,625,1512,0
48840,14,3,23,34,606,1560,0
48839,15,3,23,19,78,321,0
46667,22,3,23,27,588,549,0
46639,20,3,23,4,642,336,0
46628,28,3,23,31,482,828,0
46627,0,3,23,5,171,233,0
46623,9,3,23,4,373,47,0
46622,9,3,23,4,373,47,0
46617,22,1,23,34,482,1352,0
46616,22,1,23,34,482,1352,0
46614,0,3,23,47,667,1860,0
46611,0,3,23,4,625,1285,0
46608,7,3,23,4,625,1792,0
46607,7,3,23,4,625,1792,0
46606,42,3,23,9,320,913,0
46605,42,3,23,34,140,415,0
46602,22,3,23,34,482,1352,0
46613,0,3,23,47,667,1860,0
46709,42,3,23,4,373,469,0
46798,28,3,23,4,625,1792,0
46790,16,3,23,4,625,1792,0
46785,9,3,23,4,625,1792,0
46784,9,3,23,4,625,1792,0
46781,42,3,23,34,482,1352,0
46780,38,3,23,45,778,2119,0
46779,38,3,23,45,778,2119,0
46696,7,3,23,4,625,1792,0
46762,38,3,23,4,625,1792,0
46755,20,3,23,38,557,2233,0
46742,38,3,23,45,778,1662,0
46734,42,3,23,4,625,2006,0
46728,32,3,23,9,529,1426,0
46719,40,3,23,40,268,783,0
46718,40,3,23,40,268,783,0
46716,40,3,23,4,625,1792,0
46712,37,3,23,4,625,1792,0
46756,20,3,23,38,557,2233,0
46799,28,3,23,4,625,1792,0
46582,9,3,23,14,126,383,0
46465,1,3,23,4,373,1080,0
46453,3,3,23,22,175,65,0
46446,14,0,23,4,625,2006,0
46444,22,3,23,4,625,1512,0
46438,42,1,23,42,122,374,0
46433,9,3,23,4,625,1285,0
46426,38,3,23,43,164,1563,0
46423,1,3,23,4,373,1832,0
46421,1,0,23,4,625,1792,0
46420,1,0,23,4,625,1792,0
46434,9,3,23,4,625,1285,0
46589,15,3,23,34,725,2015,0
46494,7,0,23,4,625,1512,0
46581,14,3,23,4,625,1792,0
46580,14,3,23,4,625,1792,0
46577,38,3,23,5,171,233,0
46554,42,1,23,14,126,383,0
46552,22,1,23,4,625,1792,0
46530,7,1,23,34,482,1353,0
46490,9,3,23,10,23,93,0
46525,9,3,23,14,126,383,0
46524,9,3,23,14,126,383,0
46523,42,1,23,22,836,2300,0
46521,11,3,23,9,235,702,0
46514,7,3,23,14,126,383,0
46505,0,3,23,4,373,1832,0
46504,22,3,23,4,625,1792,0
46498,30,3,23,4,373,469,0
46497,30,3,23,4,373,469,0
46810,0,1,23,19,78,2158,0
47078,22,3,23,33,347,1021,0
47075,2,3,23,24,635,1772,0
47074,2,3,23,24,635,1772,0
47071,9,0,23,4,625,1840,0
47070,1,3,23,4,625,1792,0
47069,1,3,23,4,625,1792,0
47067,38,3,23,4,625,1512,0
47064,24,3,23,4,625,1570,0
47050,3,3,23,45,778,1662,0
47049,3,3,23,45,778,1662,0
47045,3,3,23,19,78,321,0
47041,12,3,23,4,625,1656,0
47029,11,3,23,34,482,1352,0
47028,12,3,23,4,642,336,0
47027,10,3,23,4,625,1792,0
47020,39,1,23,14,608,1687,0
47017,9,3,23,34,482,1352,0
47062,38,3,23,4,625,1792,0
47006,11,3,23,34,482,1352,0
47090,14,3,23,4,625,1792,0
47097,22,3,23,4,625,1792,0
47134,42,3,23,4,373,598,0
47129,38,3,23,39,581,1606,0
47128,42,3,23,31,594,1651,0
47126,25,3,23,20,778,1887,0
47125,25,3,23,20,778,1887,0
47120,3,3,23,20,778,691,0
47115,37,3,23,37,576,1591,0
47101,26,3,23,4,726,1781,0
46811,14,3,23,15,726,886,0
47005,11,3,23,34,482,1352,0
46999,0,3,23,4,625,1792,0
46914,41,3,23,35,128,388,0
46913,41,3,23,35,128,388,0
46912,41,3,23,35,128,388,0
46908,22,3,23,4,625,1792,0
46897,12,3,23,4,625,1792,0
46896,12,3,23,4,625,1792,0
46863,38,3,23,4,625,1197,0
46862,21,3,23,43,164,900,0
46861,15,3,23,4,844,1638,0
46858,38,3,23,47,667,1860,0
46831,11,3,23,4,628,97,0
46830,11,3,23,4,628,97,0
46816,19,3,23,19,78,231,0
46815,19,3,23,19,78,231,0
46885,7,3,23,47,667,1860,0
46930,14,3,23,5,171,233,0
46936,38,3,23,4,625,1512,0
46994,17,3,23,44,640,1779,0
46981,0,3,23,34,482,1352,0
46980,22,3,23,4,625,1434,0
46979,22,3,23,4,625,1434,0
46973,42,3,23,4,642,1788,0
46946,42,0,23,34,482,1352,0
46945,14,1,23,4,373,1832,0
46944,14,1,23,4,373,1832,0
46941,22,3,23,45,491,1377,0
46938,22,3,23,4,625,1656,0
45955,42,1,23,4,625,472,0
45951,9,3,23,3,556,2331,0
45934,3,3,23,14,126,383,0
45914,28,3,23,34,482,1352,0
45913,28,3,23,34,482,1352,0
45902,7,3,23,30,577,1594,0
45957,15,3,23,14,126,2259,0
45896,38,3,23,47,667,172,0
45866,10,3,23,34,482,1352,0
45857,38,3,23,4,625,1792,0
45856,38,3,23,4,625,1792,0
45855,38,3,23,4,625,1792,0
45854,38,3,23,4,625,1792,0
45853,38,3,23,4,625,1792,0
45893,42,3,23,4,625,1792,0
45849,42,3,23,4,625,1792,0
45966,20,3,23,20,36,142,0
46037,38,3,23,4,625,1792,0
46035,42,3,23,40,118,368,0
46017,1,3,23,4,625,1792,0
46014,38,3,23,27,588,549,0
46012,9,3,23,5,171,519,0
46010,1,1,23,4,373,1832,0
46007,42,3,23,4,625,1792,0
46002,42,3,23,4,625,1792,0
45988,1,1,23,31,293,853,0
45987,1,1,23,31,293,853,0
45982,9,3,23,4,625,1512,0
45970,22,3,23,20,36,142,0
45842,33,3,23,4,625,1792,0
45667,7,3,23,4,373,1877,0
45642,9,3,23,43,299,873,0
45641,9,3,23,43,299,873,0
45627,9,3,23,4,625,1792,0
45626,38,3,23,5,171,519,0
45624,9,3,23,39,844,1664,0
45682,9,3,23,34,482,1352,0
45617,42,3,23,33,347,1021,0
45597,38,3,23,38,5,41,0
45596,38,3,23,38,5,41,0
45592,42,0,23,4,625,1285,0
45591,42,0,23,4,625,1285,0
45620,27,3,23,7,778,2167,0
45684,22,0,23,23,430,1232,0
45700,9,3,23,4,625,1656,0
45841,33,3,23,4,625,1792,0
45837,0,3,23,4,625,1792,0
45836,42,3,23,34,482,1352,0
45834,42,3,23,20,778,1887,0
45833,42,3,23,20,778,1887,0
45832,15,3,23,37,576,1591,0
45828,9,3,23,4,642,1788,0
45698,9,3,23,4,625,1656,0
45785,7,3,23,14,126,383,0
45784,7,3,23,14,126,383,0
45720,37,1,23,4,625,1792,0
45712,26,0,23,4,625,1792,0
45710,9,3,23,43,164,666,0
46050,30,3,23,43,31,105,0
46057,14,3,23,42,469,1325,0
46061,15,3,23,6,482,499,0
46265,28,3,23,47,667,1860,0
46263,42,3,23,47,667,1860,0
46291,22,3,23,4,625,185,0
46249,42,1,23,4,625,1792,0
46236,28,3,23,34,482,271,0
46234,28,3,23,6,482,1961,0
46232,0,0,23,4,373,1832,0
46226,1,3,23,4,625,1792,0
46225,42,3,23,35,128,388,0
46224,42,3,23,35,128,388,0
46223,42,3,23,35,128,388,0
46221,42,3,23,35,128,388,0
46220,42,3,23,35,128,388,0
46219,42,3,23,35,128,388,0
46293,22,3,23,4,625,185,0
46308,41,3,23,35,148,1600,0
46382,22,3,23,14,126,383,0
46381,22,3,23,14,126,383,0
46380,22,3,23,14,126,383,0
46362,14,3,23,19,78,231,0
46361,14,3,23,19,78,231,0
46352,25,1,23,19,78,321,0
46307,38,3,23,34,482,1352,0
46337,14,3,23,23,430,1956,0
46335,20,3,23,19,78,2158,0
46334,20,3,23,19,78,2158,0
46333,20,3,23,19,78,2158,0
46331,20,3,23,19,78,2158,0
46324,37,3,23,4,625,1807,0
46309,41,3,23,35,148,1600,0
46336,20,3,23,19,78,2158,0
46216,38,3,23,5,171,233,0
46214,42,3,23,3,556,1854,0
46155,33,3,23,34,482,1352,0
46144,33,3,23,4,625,1570,0
46143,42,3,23,5,171,519,0
46142,42,3,23,19,78,231,0
46138,7,3,23,44,640,1817,0
46135,34,3,23,38,557,1558,0
46089,22,1,23,6,476,1342,0
46087,35,3,23,4,625,1731,0
46077,22,3,23,47,667,1860,0
46074,22,3,23,47,667,1860,0
46070,22,3,23,4,625,1792,0
46063,3,3,23,34,482,1352,0
46159,33,3,23,34,482,1352,0
46160,33,3,23,9,417,1207,0
46195,42,3,23,4,625,610,0
46191,42,3,23,4,625,610,0
46190,42,3,23,4,625,610,0
46188,42,3,23,3,556,1854,0
46186,28,3,23,34,482,1309,0
46184,1,3,23,34,482,1352,0
46179,33,3,23,10,23,93,0
46178,42,0,23,42,469,1325,0
46177,42,0,23,42,469,1325,0
46176,42,3,23,34,482,1352,0
46174,33,3,23,4,625,1792,0
46172,7,3,23,24,325,936,0
46171,38,3,23,5,171,233,0
46170,11,0,23,4,625,1792,0
46169,11,0,23,4,625,1792,0
46168,33,3,23,4,625,1792,0
46167,33,3,23,47,667,1860,0
46164,42,3,23,44,640,1607,0
46163,42,3,23,44,640,1607,0
48258,42,3,23,34,482,1352,0
48256,9,3,23,4,625,1512,0
48255,9,3,23,4,625,1512,0
48254,22,3,23,5,171,233,0
48253,22,3,23,5,171,233,0
48251,7,3,23,4,625,1792,0
48245,38,3,23,4,625,1792,0
48276,12,3,23,19,78,231,0
48234,26,3,23,4,625,1792,0
48233,26,3,23,4,625,1792,0
48228,32,3,23,42,410,1192,0
48227,32,3,23,42,410,1192,0
48223,42,3,23,43,164,491,0
48222,38,3,23,4,625,1792,0
48221,28,3,23,44,640,1035,0
48241,23,1,23,12,217,644,0
48220,28,3,23,44,640,1035,0
48288,28,1,23,9,728,1958,0
48310,4,3,23,34,482,1352,0
48370,41,1,23,48,386,1134,0
48369,22,1,23,4,628,1768,0
48368,22,1,23,4,628,1768,0
48367,22,1,23,4,628,1768,0
48364,12,3,23,4,373,707,0
48358,34,3,23,34,482,1352,0
48357,34,3,23,34,482,1352,0
48342,38,3,23,4,625,1807,0
48335,21,1,23,5,171,233,0
48334,21,1,23,5,171,233,0
48328,9,3,23,34,482,1353,0
48327,9,3,23,34,482,1353,0
48326,9,3,23,34,482,1353,0
48325,9,3,23,34,482,1353,0
48324,9,3,23,34,482,1353,0
48323,12,3,23,5,171,233,0
48320,21,0,23,34,482,1352,0
48312,10,3,23,34,482,1352,0
48340,42,1,23,19,78,231,0
48089,5,3,23,4,625,1512,0
48081,14,3,23,19,78,2268,0
48065,8,3,23,34,482,1352,0
48060,8,3,23,4,625,2006,0
48040,7,3,23,4,625,1792,0
48037,12,3,23,4,625,1792,0
48033,38,3,23,9,529,1464,0
48029,42,3,23,4,625,1792,0
48028,42,3,23,4,625,1792,0
48218,42,3,23,4,625,1285,0
48118,9,3,23,10,23,93,0
48204,22,3,23,34,482,1318,0
48195,42,1,23,4,625,1792,0
48192,42,3,23,4,625,1285,0
48160,22,3,23,4,373,469,0
48154,8,3,23,4,625,1227,0
48153,8,3,23,4,625,1227,0
48152,40,3,23,4,625,1792,0
48151,40,3,23,4,625,1792,0
48149,40,3,23,4,625,1792,0
48141,8,3,23,34,482,1352,0
48689,0,1,23,3,556,1548,0
48683,42,3,23,4,373,2062,0
48692,7,3,23,4,625,1285,0
48658,38,3,23,4,373,1525,0
48698,38,3,23,19,11,57,0
48704,37,3,23,35,128,388,0
48826,14,3,23,7,778,2167,0
48825,9,3,23,4,625,1792,0
48824,1,3,23,4,625,1792,0
48789,3,3,23,9,417,1208,0
48784,14,3,23,4,625,1197,0
48781,9,3,23,19,78,321,0
48769,38,3,23,44,640,1779,0
48767,28,0,23,4,625,1792,0
48765,12,1,23,4,648,1823,0
48753,9,3,23,4,625,1197,0
48747,9,3,23,4,79,233,0
48719,42,3,23,38,555,1518,0
48770,26,3,23,4,625,1792,0
48393,5,3,23,19,78,1363,0
48640,3,3,23,4,642,1788,0
48521,27,3,23,19,78,231,0
48514,12,3,23,34,482,1352,0
48497,3,3,23,37,576,1591,0
48486,38,3,23,4,625,1825,0
48485,38,3,23,49,443,1270,0
48522,42,3,23,34,482,1352,0
48420,42,3,23,4,625,1792,0
48419,38,3,23,4,373,2156,0
48411,11,3,23,34,482,1352,0
48410,42,3,23,4,625,472,0
48401,15,3,23,40,701,1934,0
48400,15,3,23,40,701,1934,0
48399,42,1,23,9,656,1839,0
48523,42,3,23,34,482,1352,0
48604,1,3,23,4,625,1792,0
48587,1,3,23,4,373,1147,0
48586,1,3,23,4,373,1147,0
48584,9,1,23,34,482,1352,0
48583,28,3,23,4,625,1792,0
48570,22,0,23,4,625,1792,0
48569,7,3,23,4,625,1224,0
48555,42,3,23,34,482,1352,0
48551,22,3,23,35,148,431,0
48548,1,3,23,4,625,1825,0
48544,8,3,23,22,175,65,0
48553,22,3,23,35,148,431,0
48020,14,3,23,4,625,1825,0
48019,38,3,23,34,482,1309,0
48018,22,3,23,4,373,1832,0
47431,22,3,23,4,642,1788,0
47393,9,3,23,4,373,469,0
47389,15,3,23,4,373,1525,0
47373,15,3,23,4,625,1825,0
47446,22,3,23,34,482,1352,0
47368,8,3,23,27,588,549,0
47366,22,3,23,24,325,936,0
47359,42,3,23,43,31,105,0
47367,22,3,23,24,325,936,0
47351,42,3,23,4,625,1792,0
47454,1,3,23,4,625,1800,0
47571,38,3,23,34,482,1352,0
47570,38,3,23,34,482,1352,0
47569,38,3,23,34,482,1352,0
47568,38,3,23,34,482,1352,0
47567,38,3,23,37,576,1591,0
47562,12,3,23,47,667,1860,0
47545,32,3,23,34,482,1352,0
47456,5,3,23,45,256,742,0
47533,28,3,23,7,778,2167,0
47506,7,3,23,9,417,1208,0
47502,8,0,23,48,17,75,0
47499,38,3,23,31,700,1933,0
47468,5,3,23,10,23,93,0
47466,42,3,23,4,625,1792,0
47240,22,3,23,5,171,519,0
47239,22,3,23,5,171,519,0
47224,0,3,23,24,635,1955,0
47223,0,3,23,24,635,1955,0
47222,0,3,23,24,635,1955,0
47221,0,3,23,24,635,1955,0
47206,22,1,23,4,625,2006,0
47205,22,1,23,4,625,2006,0
47242,22,3,23,5,171,519,0
47200,38,3,23,4,628,1049,0
47185,12,3,23,4,625,1792,0
47181,3,3,23,9,656,1839,0
47169,38,3,23,9,319,912,0
47147,7,3,23,4,625,1792,0
47347,38,3,23,4,625,1512,0
47246,38,3,23,34,482,1352,0
47340,1,3,23,15,309,894,0
47336,0,0,23,4,625,1285,0
47326,22,3,23,33,347,1021,0
47321,9,3,23,4,642,336,0
47320,8,3,23,4,625,1730,0
47298,38,3,23,4,625,1267,0
47282,38,3,23,24,844,5,0
47281,38,3,23,24,844,5,0
47280,33,3,23,47,667,1860,0
47262,3,3,23,6,737,2055,0
47251,11,3,23,27,588,1638,0
47317,37,3,23,10,99,275,0
47591,38,3,23,10,23,93,0
47592,38,3,23,10,23,93,0
47917,21,1,23,4,628,1706,0
47902,7,3,23,4,625,1656,0
47896,42,3,23,22,175,525,0
47923,1,3,23,4,625,1285,0
47895,16,0,23,34,482,1352,0
47874,7,0,23,4,373,2056,0
47870,7,3,23,9,728,2027,0
47930,7,1,23,23,430,1149,0
48003,38,3,23,4,625,1570,0
47998,12,3,23,4,373,2062,0
47985,9,3,23,48,428,1229,0
47927,11,3,23,4,625,1792,0
47984,9,3,23,48,428,1229,0
47960,38,0,23,20,778,779,0
47940,28,3,23,32,3,34,0
47932,40,3,23,4,625,1884,0
47931,7,1,23,23,430,1149,0
47962,38,3,23,47,667,172,0
47824,21,1,23,4,625,1285,0
47662,42,3,23,20,36,142,0
47624,9,3,23,44,640,1779,0
47663,42,3,23,20,36,142,0
47623,22,1,23,43,31,105,0
47601,38,3,23,20,36,112,0
47599,38,3,23,43,31,1711,0
47594,9,3,23,4,625,1656,0
47622,22,3,23,9,235,674,0
47664,42,3,23,20,36,142,0
47666,9,3,23,4,373,1080,0
47813,20,3,23,43,299,798,0
47771,21,3,23,4,642,1788,0
47769,28,3,23,4,646,1805,0
47738,3,3,23,4,373,2103,0
47729,32,3,23,4,625,1792,0
47720,3,3,23,4,625,1061,0
47673,42,1,23,47,667,1654,0
47672,42,1,23,47,667,1654,0
47669,38,3,23,4,373,1080,0
47141,22,1,23,4,373,2203,0
13361,3,3,23,47,667,1860,0
1596,0,3,23,34,482,1353,0
4325,7,3,23,34,482,1352,0
5833,7,3,23,4,373,2038,0
5834,7,3,23,4,625,1792,0
11018,20,3,23,38,555,1547,0
5848,37,3,23,4,373,1080,0
1822,14,2,23,4,625,695,0
4318,3,3,23,4,642,1788,0
10191,21,3,23,17,377,1085,0
12762,33,0,23,34,482,1352,0
5818,9,3,23,4,373,865,0
12761,12,3,23,4,625,1512,0
10193,42,3,23,34,482,1352,0
4310,11,3,23,4,347,974,0
2833,22,3,23,4,625,1792,0
4311,11,3,23,4,347,974,0
10192,42,3,23,34,482,1352,0
5030,23,3,23,4,625,1792,0
12759,12,3,23,4,625,1512,0
5010,42,0,23,4,625,1792,0
5866,9,3,23,19,78,321,0
5867,9,3,23,19,78,321,0
2794,4,3,23,4,625,1792,0
2790,38,3,23,9,728,1508,0
2799,0,3,23,4,761,2111,0
2787,22,3,23,42,469,1325,0
2785,22,3,23,4,625,1512,0
6877,3,3,23,18,479,1347,0
5872,8,3,23,22,175,65,0
4367,1,3,23,4,625,1083,0
12753,38,3,23,47,667,958,0
5011,42,0,23,4,625,1792,0
2803,11,3,23,4,625,1792,0
5859,34,3,23,22,175,525,0
5860,34,3,23,22,175,525,0
4349,38,3,23,34,585,1613,0
6920,3,3,23,20,778,691,0
2808,11,1,23,34,482,1352,0
5861,0,0,23,4,625,1792,0
12756,9,3,23,4,625,1792,0
5862,0,0,23,4,625,1792,0
4359,22,3,23,19,78,231,0
5863,0,0,23,4,625,1792,0
2807,11,1,23,34,482,1352,0
2806,11,1,23,34,482,1352,0
9683,3,3,23,35,148,542,0
2805,11,3,23,4,625,1792,0
2804,11,3,23,4,625,1792,0
2811,37,1,23,3,556,1854,0
1136,8,3,23,47,667,1860,0
4255,29,3,23,6,270,788,0
12303,9,0,23,4,625,1792,0
1067,12,3,23,24,635,1955,0
12789,1,3,23,4,625,1792,0
1068,12,3,23,24,635,1955,0
2858,12,3,23,20,778,1691,0
12788,1,3,23,4,625,1792,0
2864,4,3,23,20,778,193,0
12304,9,0,23,4,625,1792,0
2348,22,3,23,24,635,1955,0
12786,9,3,23,35,828,2280,0
12785,9,3,23,35,828,2280,0
12783,38,1,23,34,482,1352,0
2349,22,3,23,24,635,1955,0
1853,22,3,23,34,482,1352,0
9626,42,3,23,4,625,1285,0
11039,11,1,23,4,625,1807,0
9613,3,3,23,24,635,1955,0
5051,7,0,23,4,373,2108,0
9616,3,3,23,4,373,899,0
1861,9,3,23,4,625,1512,0
2346,22,3,23,24,635,1955,0
7063,3,3,23,4,642,513,0
1860,4,3,23,34,482,1352,0
12095,4,3,23,19,78,375,0
9624,15,3,23,4,625,1792,0
5045,28,3,23,4,373,1080,0
2857,12,3,23,20,778,1691,0
12771,38,3,23,34,482,271,0
12770,38,3,23,34,482,271,0
4286,9,3,23,27,588,549,0
7024,20,3,23,42,410,1192,0
4288,9,3,23,27,588,549,0
2840,8,3,23,10,23,93,0
1844,12,3,23,4,625,1825,0
7001,3,3,23,38,555,1547,0
1088,20,3,23,15,309,894,0
12309,19,3,23,47,667,1860,0
6999,3,3,23,38,555,1547,0
11022,28,3,23,34,482,1352,0
7026,3,3,23,4,625,2006,0
7028,12,3,23,4,625,1792,0
4269,11,3,23,4,373,1080,0
2855,12,3,23,20,778,1691,0
12306,7,3,23,4,625,1792,0
7043,3,3,23,4,373,1859,0
5800,7,3,23,14,126,383,0
12777,5,1,23,4,625,1512,0
5801,7,3,23,14,126,383,0
5804,37,3,23,4,625,1197,0
7033,3,3,23,4,373,899,0
2849,16,3,23,37,576,1004,0
5805,37,3,23,4,625,1197,0
7031,15,3,23,4,625,1512,0
5044,17,0,23,19,78,321,0
5003,33,3,23,4,373,899,0
4377,38,3,23,27,588,549,0
5920,7,3,23,4,625,1792,0
12341,1,3,23,4,625,1792,0
4967,7,3,23,43,164,491,0
10949,9,0,23,4,625,1792,0
10622,38,3,23,9,417,1207,0
10946,42,3,23,38,557,1558,0
10944,37,3,23,4,373,1832,0
13335,20,3,23,43,299,873,0
10153,38,3,23,34,482,1352,0
5915,38,3,23,4,625,1792,0
11925,9,3,23,47,667,1860,0
1207,22,3,23,4,373,1080,0
10959,14,1,23,42,410,1192,0
4459,38,3,23,20,36,142,0
6791,22,3,23,47,667,1860,0
6790,22,3,23,47,667,1860,0
12719,38,3,23,4,628,770,0
1211,0,0,23,4,625,1792,0
1212,0,1,23,43,299,873,0
6786,1,3,23,4,625,1656,0
10956,22,0,23,4,625,1792,0
1215,0,3,23,43,164,491,0
9734,28,3,23,16,325,1447,0
2725,8,3,23,20,36,142,0
5928,0,3,23,13,72,222,0
6763,9,1,23,9,417,1208,0
5957,23,3,23,10,23,93,0
10935,7,3,23,37,576,1591,0
5958,23,3,23,10,23,93,0
6730,9,1,23,34,482,271,0
6724,42,0,23,19,78,321,0
9765,20,3,23,38,555,872,0
6714,38,3,23,37,155,453,0
4492,38,3,23,6,482,2334,0
1755,22,3,23,4,625,1792,0
12685,33,3,23,34,482,1352,0
10925,7,3,23,4,373,1080,0
1754,22,3,23,4,625,1792,0
10934,37,0,23,4,625,1792,0
12694,38,3,23,47,667,1860,0
9745,37,3,23,43,31,105,0
4471,28,3,23,34,845,2336,0
5946,3,3,23,4,625,1083,0
12702,7,3,23,47,667,1860,0
2703,38,3,23,44,640,2066,0
